40	30
0.241589	0.0100353	0.00621021	0.00496243	0.003519	0.00246157	0.00200603	0.00187713	0.00155638	0.00164641	0.00137778	0.00206669	0.000915248	0.000515099	0.000187283	0.000300451	0.000468878	0.000162575	0.000694123	0.000524797	0.000530645	0.000872854	0	0.000393856	0.000472367	0	0.000434594	0	0.000505561	0
1	1	1	0.938692	0.8456	0.897042	0.90625	0.981372	0.962505	1	0.980409	0.951502	1	1	0.974623	1	0.933068	1	1	1	0.887503	0.94181	1	1	0.815068	0.785661	0.939591	0.905512	1	0.830385
0.693383	0.700262	0.719461	0.682099	0.597993	0.628968	0.636726	0.711697	0.664764	0.728014	0.692587	0.669606	0.699005	0.694611	0.695103	0.695143	0.663111	0.713217	0.691115	0.714511	0.602547	0.652022	0.822675	0.677432	0.581011	0.537478	0.601912	0.57628	0.713852	0.626389
0.830179	0.818393	0.80859	0.756131	0.701298	0.734278	0.71757	0.79978	0.747347	0.798178	0.76571	0.742399	0.775703	0.765244	0.775447	0.795293	0.754073	0.811575	0.798473	0.723695	0.698594	0.711667	0.802998	0.761717	0.628011	0.630735	0.724468	0.66437	0.733569	0.686762
0.754515	0.796709	0.789795	0.761316	0.677683	0.715023	0.729017	0.78764	0.739707	0.774662	0.753545	0.755672	0.780951	0.76827	0.773481	0.786279	0.723245	0.765404	0.752198	0.734453	0.671266	0.709049	0.665027	0.708941	0.650449	0.612936	0.671882	0.628445	0.653185	0.669463
0.706092	0.751257	0.77838	0.734151	0.671976	0.68738	0.697005	0.752525	0.700278	0.787202	0.735836	0.741848	0.719507	0.725774	0.729937	0.730496	0.69054	0.745245	0.7441	0.721858	0.65057	0.67879	0.659874	0.694762	0.574162	0.596891	0.677097	0.642224	0.624874	0.638239
0.628139	0.697057	0.732257	0.688944	0.625066	0.649035	0.668093	0.715084	0.693298	0.752188	0.720882	0.713512	0.727927	0.72674	0.705965	0.721282	0.676708	0.726061	0.699676	0.704539	0.625895	0.649985	0.695011	0.688066	0.561408	0.543495	0.589744	0.595472	0.676441	0.647494
0.554174	0.634377	0.680554	0.649798	0.585011	0.62606	0.622122	0.688866	0.632788	0.716352	0.675549	0.65615	0.671975	0.671045	0.673284	0.663595	0.641543	0.674362	0.690421	0.6783	0.615283	0.641839	0.590302	0.646317	0.593292	0.530709	0.581486	0.587106	0.632457	0.615405
0.485962	0.591066	0.648048	0.639361	0.569825	0.61161	0.614337	0.64965	0.616328	0.675932	0.656328	0.631212	0.660565	0.635246	0.64463	0.63325	0.620678	0.637132	0.654095	0.616898	0.568055	0.598196	0.504802	0.60575	0.537081	0.493106	0.492395	0.583661	0.567745	0.593305
0.431447	0.541802	0.612296	0.593849	0.529196	0.567529	0.579575	0.602538	0.57348	0.63576	0.60209	0.603839	0.612667	0.622046	0.615226	0.649574	0.584926	0.588847	0.589311	0.596431	0.548687	0.558045	0.548138	0.588814	0.557156	0.471797	0.461973	0.461614	0.507078	0.549496
0.387477	0.496351	0.555169	0.536892	0.483434	0.532411	0.536649	0.574932	0.537542	0.604341	0.561698	0.576192	0.584477	0.585217	0.594531	0.609014	0.557379	0.598277	0.547894	0.550249	0.527461	0.529532	0.490045	0.551792	0.471658	0.470043	0.483703	0.439469	0.516684	0.5357
0.353401	0.449706	0.51596	0.508554	0.479158	0.50248	0.491857	0.542572	0.510093	0.561507	0.545736	0.523974	0.540179	0.54491	0.519899	0.536605	0.492205	0.513575	0.536094	0.538179	0.483417	0.51993	0.432888	0.489169	0.451346	0.441213	0.451977	0.444882	0.473711	0.503827
0.316914	0.415355	0.477994	0.483635	0.44067	0.476086	0.465301	0.508131	0.480569	0.529484	0.503394	0.499357	0.507352	0.500419	0.473265	0.488433	0.459618	0.487075	0.494678	0.486486	0.441231	0.481525	0.421879	0.44939	0.441427	0.407872	0.404607	0.434055	0.502022	0.48056
0.291064	0.382219	0.443203	0.456791	0.408365	0.443247	0.433177	0.478321	0.43633	0.494004	0.480677	0.471526	0.483983	0.489408	0.460343	0.497246	0.437581	0.461876	0.465062	0.473104	0.435394	0.443119	0.403842	0.411973	0.384979	0.37829	0.431986	0.402067	0.397371	0.446309
0.274242	0.351926	0.411475	0.425242	0.377114	0.423864	0.406214	0.440391	0.418738	0.445765	0.433026	0.432856	0.443224	0.435516	0.427381	0.442664	0.423397	0.433588	0.41254	0.42666	0.402229	0.414897	0.37784	0.400158	0.366793	0.337177	0.364624	0.359252	0.397877	0.410111
0.247681	0.317855	0.388948	0.397581	0.364148	0.387634	0.380136	0.41052	0.399755	0.428587	0.41693	0.399329	0.424614	0.427854	0.386459	0.405809	0.374634	0.410828	0.396344	0.39937	0.363492	0.359616	0.379246	0.357621	0.342466	0.333668	0.356801	0.367618	0.383215	0.378454
0.210235	0.282498	0.35893	0.379622	0.339063	0.361432	0.357733	0.39687	0.359595	0.393217	0.383225	0.384771	0.384038	0.380079	0.367731	0.391287	0.327746	0.360592	0.390329	0.353451	0.330061	0.348851	0.33755	0.334777	0.341285	0.314365	0.357236	0.343504	0.37361	0.361026
0.19462	0.268603	0.329727	0.361547	0.313581	0.336743	0.334082	0.362041	0.337216	0.386906	0.342395	0.358639	0.353408	0.347885	0.35228	0.373961	0.324815	0.351488	0.344285	0.352663	0.310692	0.33634	0.288826	0.315085	0.304676	0.301579	0.305954	0.318898	0.306876	0.345803
0.170037	0.238017	0.306651	0.328321	0.294448	0.3247	0.304482	0.334088	0.311843	0.349395	0.329424	0.327638	0.337482	0.323353	0.325218	0.297747	0.306764	0.32515	0.302638	0.300708	0.291059	0.290079	0.294917	0.282001	0.308219	0.280772	0.317253	0.275098	0.313953	0.310513
0.158009	0.20928	0.27978	0.299216	0.271208	0.291942	0.28668	0.31393	0.299651	0.320171	0.302877	0.29549	0.309964	0.301011	0.298436	0.320681	0.310397	0.311657	0.300324	0.290737	0.272751	0.298225	0.274772	0.284364	0.315068	0.26924	0.290309	0.304626	0.258847	0.289755
0.143847	0.196426	0.261899	0.277178	0.256068	0.28102	0.272287	0.286201	0.266825	0.296847	0.295752	0.272665	0.291476	0.285815	0.279801	0.294241	0.268433	0.272476	0.291069	0.268433	0.227912	0.258074	0.229796	0.246948	0.244686	0.234645	0.245111	0.261811	0.254803	0.275354
0.118429	0.180636	0.241147	0.264545	0.238519	0.259058	0.253377	0.26543	0.254304	0.274209	0.270213	0.262193	0.261761	0.26431	0.260792	0.284627	0.248037	0.25443	0.251735	0.261349	0.218095	0.242072	0.193488	0.24616	0.230515	0.23264	0.246849	0.258858	0.242669	0.260563
0.113884	0.172343	0.225132	0.250582	0.227312	0.238955	0.235561	0.248495	0.238834	0.271246	0.249916	0.245476	0.239307	0.248922	0.24094	0.238458	0.228109	0.23736	0.231374	0.247442	0.212789	0.22316	0.19747	0.214651	0.229098	0.209326	0.202521	0.214075	0.252781	0.233663
0.10974	0.160998	0.211541	0.233581	0.216854	0.223155	0.222852	0.239497	0.228529	0.246549	0.230526	0.224442	0.234914	0.229734	0.211443	0.220731	0.228461	0.218664	0.221657	0.217528	0.20191	0.187373	0.176622	0.207956	0.23453	0.183003	0.191221	0.202264	0.229019	0.211002
0.0983921	0.142588	0.198041	0.213665	0.195587	0.202578	0.207842	0.222317	0.203815	0.224899	0.22021	0.209149	0.212277	0.205331	0.200955	0.197897	0.192709	0.198017	0.194586	0.19365	0.186522	0.205994	0.152026	0.174478	0.197449	0.194535	0.200782	0.175689	0.228008	0.201963
0.0908163	0.133266	0.182346	0.20322	0.185321	0.189851	0.197994	0.199955	0.185516	0.212332	0.196821	0.196427	0.197205	0.197734	0.19852	0.17987	0.198922	0.188425	0.189727	0.172658	0.168214	0.187664	0.1368	0.183143	0.197213	0.174731	0.149066	0.181594	0.201719	0.197639
0.0824366	0.118646	0.163926	0.191751	0.171788	0.175866	0.179884	0.191345	0.1783	0.192739	0.185967	0.180353	0.18305	0.179512	0.185223	0.16635	0.174305	0.174118	0.190884	0.166098	0.167684	0.15915	0.123682	0.151241	0.181389	0.164954	0.156888	0.171752	0.16178	0.173637
0.0811688	0.11212	0.151588	0.174271	0.169677	0.177507	0.176054	0.174267	0.16625	0.172296	0.180691	0.172499	0.175972	0.173202	0.170522	0.172559	0.160825	0.163713	0.161962	0.156652	0.163704	0.149549	0.114781	0.153604	0.172886	0.145651	0.15993	0.153543	0.157735	0.169225
0.0753865	0.10557	0.13978	0.160895	0.150445	0.155161	0.163555	0.17443	0.162383	0.16818	0.163922	0.162533	0.161084	0.162642	0.159472	0.164246	0.165397	0.163225	0.148311	0.12805	0.14407	0.162351	0.10588	0.144939	0.147615	0.140386	0.139505	0.15748	0.167341	0.159538
0.0690476	0.0961777	0.13496	0.153167	0.134472	0.145306	0.152557	0.159842	0.141206	0.153473	0.157336	0.141637	0.144487	0.148413	0.140744	0.134702	0.150041	0.152821	0.148311	0.124902	0.137172	0.135583	0.0918248	0.126428	0.136986	0.143896	0.122121	0.13435	0.162791	0.140812
0.0623377	0.0911951	0.119009	0.141483	0.129124	0.137702	0.138346	0.142009	0.134321	0.141317	0.141609	0.13562	0.132894	0.135986	0.139058	0.12649	0.136209	0.130873	0.132809	0.127001	0.125232	0.138493	0.0852659	0.126428	0.129901	0.116571	0.126901	0.142717	0.118301	0.133979
